Local Time,Jdays,Altitude,Latitude,Longitude,Density,,
22.445319,25567,4.63E+02,2.26E+01,336.679778,2.27E+05,,
22.710104,25567.00069444,4.64E+02,2.40E+01,340.401563,2.13E+05,,
22.97998,25567.00138889,4.65E+02,2.52E+01,344.199694,1.97E+05,,
23.254811,25567.00208333,4.67E+02,2.62E+01,348.072171,1.79E+05,,
23.534345,25567.00277778,4.69E+02,2.72E+01,352.015181,1.61E+05,,
23.818201,25567.00347222,4.72E+02,2.80E+01,356.023018,1.44E+05,,
0.105872,25567.00416667,4.76E+02,2.87E+01,0.088078,1.30E+05,,
0.39673,25567.00486111,4.80E+02,2.93E+01,4.200948,1.17E+05,,
0.69004,25567.00555556,4.84E+02,2.97E+01,8.350601,1.07E+05,,
0.984979,25567.00625,4.89E+02,3.00E+01,12.524686,9.82E+04,,
1.280661,25567.00694444,4.94E+02,3.01E+01,16.709911,9.09E+04,,
1.576167,25567.00763889,5.00E+02,3.01E+01,20.892501,8.44E+04,,
1.870579,25567.00833333,5.06E+02,2.99E+01,25.058682,7.82E+04,,
2.163011,25567.00902778,5.12E+02,2.96E+01,29.195168,7.21E+04,,
2.452641,25567.00972222,5.19E+02,2.92E+01,33.289613,6.60E+04,,
2.738733,25567.01041667,5.26E+02,2.86E+01,37.330992,5.97E+04,,
3.020659,25567.01111111,5.33E+02,2.78E+01,41.309885,5.33E+04,,
3.297911,25567.01180556,5.41E+02,2.70E+01,45.218671,4.72E+04,,
3.570107,25567.0125,5.49E+02,2.60E+01,49.051605,4.16E+04,,
3.836988,25567.01319444,5.57E+02,2.49E+01,52.804817,3.70E+04,,
4.098415,25567.01388889,5.65E+02,2.37E+01,56.476222,3.37E+04,,
4.354359,25567.01458333,5.73E+02,2.24E+01,60.065384,3.23E+04,,
4.604889,25567.01527778,5.81E+02,2.11E+01,63.573338,3.30E+04,,
4.85016,25567.01597222,5.90E+02,1.96E+01,67.002397,3.59E+04,,
5.090396,25567.01666667,5.98E+02,1.81E+01,70.355947,4.05E+04,,
5.325884,25567.01736111,6.07E+02,1.65E+01,73.638265,4.57E+04,,
5.556956,25567.01805556,6.15E+02,1.49E+01,76.854334,5.11E+04,,
5.78398,25567.01875,6.23E+02,1.32E+01,80.009697,5.76E+04,,
6.007354,25567.01944444,6.31E+02,1.15E+01,83.110313,6.75E+04,,
6.227497,25567.02013889,6.40E+02,9.73E+00,86.162455,8.03E+04,,
6.444841,25567.02083333,6.47E+02,7.95E+00,89.172608,9.31E+04,,
6.659827,25567.02152778,6.55E+02,6.14E+00,92.147405,1.03E+05,,
6.872904,25567.02222222,6.63E+02,4.32E+00,95.093562,1.08E+05,,
7.084523,25567.02291667,6.70E+02,2.49E+00,98.017838,1.10E+05,,
7.295133,25567.02361111,6.77E+02,6.61E-01,100.926997,1.09E+05,,
7.505186,25567.02430556,6.83E+02,-1.17E+00,103.827784,1.08E+05,,
7.715126,25567.025,6.90E+02,-3.00E+00,106.726897,1.06E+05,,
7.925398,25567.02569444,6.95E+02,-4.81E+00,109.630972,1.04E+05,,
8.136437,25567.02638889,7.01E+02,-6.60E+00,112.546559,1.00E+05,,
8.348673,25567.02708333,7.06E+02,-8.37E+00,115.480099,9.59E+04,,
8.562527,25567.02777778,7.11E+02,-1.01E+01,118.437898,9.10E+04,,
8.778406,25567.02847222,7.15E+02,-1.18E+01,121.426087,8.59E+04,,
8.996706,25567.02916667,7.19E+02,-1.35E+01,124.450585,8.06E+04,,
9.217803,25567.02986111,7.22E+02,-1.51E+01,127.51704,7.58E+04,,
9.442051,25567.03055556,7.25E+02,-1.67E+01,130.630761,7.15E+04,,
9.669776,25567.03125,7.27E+02,-1.82E+01,133.796642,6.78E+04,,
9.901271,25567.03194444,7.29E+02,-1.97E+01,137.019066,6.48E+04,,
10.136786,25567.03263889,7.30E+02,-2.11E+01,140.301796,6.25E+04,,
10.376524,25567.03333333,7.31E+02,-2.24E+01,143.647858,6.10E+04,,
10.620627,25567.03402778,7.31E+02,-2.36E+01,147.05941,6.01E+04,,
10.869174,25567.03472222,7.31E+02,-2.47E+01,150.537616,6.00E+04,,
11.122167,25567.03541667,7.30E+02,-2.58E+01,154.082511,6.03E+04,,
11.379526,25567.03611111,7.28E+02,-2.67E+01,157.692892,6.12E+04,,
11.641081,25567.03680556,7.26E+02,-2.76E+01,161.36622,6.24E+04,,
11.906571,25567.0375,7.23E+02,-2.83E+01,165.098568,6.38E+04,,
12.17564,25567.03819444,7.20E+02,-2.89E+01,168.884607,6.55E+04,,
12.447843,25567.03888889,7.16E+02,-2.94E+01,172.717652,6.74E+04,,
12.722651,25567.03958333,7.12E+02,-2.98E+01,176.58977,6.95E+04,,
12.999464,25567.04027778,7.07E+02,-3.00E+01,180.491954,7.18E+04,,
13.277624,25567.04097222,7.02E+02,-3.01E+01,184.414362,7.45E+04,,
13.55644,25567.04166667,6.97E+02,-3.01E+01,188.346597,7.76E+04,,
13.835202,25567.04236111,6.91E+02,-2.99E+01,192.278037,8.12E+04,,
14.113211,25567.04305556,6.84E+02,-2.97E+01,196.198165,8.55E+04,,
14.389794,25567.04375,6.77E+02,-2.92E+01,200.096908,9.06E+04,,
14.664329,25567.04444444,6.70E+02,-2.87E+01,203.964937,9.66E+04,,
14.936262,25567.04513889,6.62E+02,-2.80E+01,207.793927,1.04E+05,,
15.205117,25567.04583333,6.54E+02,-2.72E+01,211.576757,1.12E+05,,
15.47051,25567.04652778,6.46E+02,-2.63E+01,215.307647,1.23E+05,,
15.732149,25567.04722222,6.38E+02,-2.53E+01,218.982228,1.35E+05,,
15.989837,25567.04791667,6.29E+02,-2.41E+01,222.59756,1.49E+05,,
16.243472,25567.04861111,6.20E+02,-2.29E+01,226.152085,1.66E+05,,
16.493037,25567.04930556,6.11E+02,-2.16E+01,229.645553,1.86E+05,,
16.738595,25567.05,6.02E+02,-2.02E+01,233.078918,2.10E+05,,
16.980281,25567.05069444,5.93E+02,-1.87E+01,236.45421,2.38E+05,,
17.218294,25567.05138889,5.84E+02,-1.71E+01,239.774405,2.72E+05,,
17.452887,25567.05208333,5.75E+02,-1.55E+01,243.043298,3.13E+05,,
17.684359,25567.05277778,5.67E+02,-1.38E+01,246.26538,3.60E+05,,
17.913048,25567.05347222,5.58E+02,-1.21E+01,249.445719,4.12E+05,,
18.139324,25567.05416667,5.49E+02,-1.03E+01,252.589866,4.58E+05,,
18.363584,25567.05486111,5.41E+02,-8.48E+00,255.703763,4.76E+05,,
18.586245,25567.05555556,5.33E+02,-6.63E+00,258.793669,4.55E+05,,
18.80774,25567.05625,5.25E+02,-4.74E+00,261.866098,4.04E+05,,
19.028517,25567.05694444,5.18E+02,-2.84E+00,264.92776,3.42E+05,,
19.249035,25567.05763889,5.11E+02,-9.21E-01,267.985521,2.85E+05,,
19.469757,25567.05833333,5.04E+02,1.00E+00,271.046357,2.38E+05,,
19.691154,25567.05902778,4.98E+02,2.93E+00,274.117316,2.02E+05,,
19.913699,25567.05972222,4.92E+02,4.85E+00,277.20548,1.76E+05,,
20.137861,25567.06041667,4.87E+02,6.75E+00,280.317919,1.59E+05,,
20.364109,25567.06111111,4.82E+02,8.64E+00,283.461642,1.49E+05,,
20.592903,25567.06180556,4.78E+02,1.05E+01,286.643541,1.43E+05,,
20.824687,25567.0625,4.74E+02,1.23E+01,289.870312,1.40E+05,,
21.059891,25567.06319444,4.71E+02,1.41E+01,293.148372,1.39E+05,,
21.298917,25567.06388889,4.68E+02,1.58E+01,296.48375,1.40E+05,,
21.54213,25567.06458333,4.66E+02,1.75E+01,299.881956,1.40E+05,,
21.789856,25567.06527778,4.64E+02,1.91E+01,303.347836,1.41E+05,,
22.04236,25567.06597222,4.64E+02,2.06E+01,306.885403,1.41E+05,,
22.299843,25567.06666667,4.63E+02,2.21E+01,310.497646,1.40E+05,,
22.562422,25567.06736111,4.64E+02,2.34E+01,314.186335,1.39E+05,,
22.830122,25567.06805556,4.64E+02,2.46E+01,317.951824,1.37E+05,,
23.102857,25567.06875,4.66E+02,2.58E+01,321.792862,1.33E+05,,
23.380429,25567.06944444,4.68E+02,2.68E+01,325.706438,1.29E+05,,
23.662511,25567.07013889,4.70E+02,2.77E+01,329.68767,1.25E+05,,
23.948651,25567.07083333,4.74E+02,2.85E+01,333.729769,1.20E+05,,
0.238272,25567.07152778,4.77E+02,2.91E+01,337.824084,1.14E+05,,
0.530683,25567.07222222,4.81E+02,2.96E+01,341.960248,1.08E+05,,
0.825095,25567.07291667,4.86E+02,2.99E+01,346.126429,1.02E+05,,
1.120645,25567.07361111,4.91E+02,3.01E+01,350.309679,9.59E+04,,
1.416424,25567.07430556,4.96E+02,3.01E+01,354.496358,8.93E+04,,
1.711508,25567.075,5.02E+02,3.00E+01,358.672613,8.26E+04,,
2.004991,25567.07569444,5.08E+02,2.98E+01,2.824872,7.57E+04,,
2.296021,25567.07638889,5.15E+02,2.94E+01,6.940312,6.87E+04,,
2.583819,25567.07708333,5.22E+02,2.88E+01,11.007281,6.18E+04,,
2.867708,25567.07777778,5.29E+02,2.81E+01,15.01562,5.52E+04,,
3.147127,25567.07847222,5.36E+02,2.73E+01,18.956902,4.89E+04,,
3.421637,25567.07916667,5.44E+02,2.64E+01,22.824557,4.32E+04,,
3.690927,25567.07986111,5.52E+02,2.54E+01,26.613901,3.83E+04,,
3.954806,25567.08055556,5.60E+02,2.42E+01,30.322089,3.46E+04,,
4.213199,25567.08125,5.68E+02,2.30E+01,33.947989,3.23E+04,,
4.466135,25567.08194444,5.76E+02,2.17E+01,37.492024,3.17E+04,,
4.713732,25567.08263889,5.85E+02,2.02E+01,40.955979,3.31E+04,,
4.956187,25567.08333333,5.93E+02,1.88E+01,44.342804,3.65E+04,,
5.193761,25567.08402778,6.02E+02,1.72E+01,47.656417,4.17E+04,,
5.426768,25567.08472222,6.10E+02,1.56E+01,50.901521,4.79E+04,,
5.655563,25567.08541667,6.18E+02,1.39E+01,54.08344,5.45E+04,,
5.880532,25567.08611111,6.27E+02,1.22E+01,57.207973,6.20E+04,,
6.102085,25567.08680556,6.35E+02,1.05E+01,60.281275,7.19E+04,,
6.32065,25567.0875,6.43E+02,8.70E+00,63.309755,8.39E+04,,
6.536666,25567.08819444,6.50E+02,6.91E+00,66.299995,9.62E+04,,
6.750579,25567.08888889,6.58E+02,5.09E+00,69.258685,1.06E+05,,
6.962838,25567.08958333,6.65E+02,3.26E+00,72.192576,1.11E+05,,
7.173896,25567.09027778,6.73E+02,1.43E+00,75.108435,1.13E+05,,
7.384202,25567.09097222,6.79E+02,-4.01E-01,78.013023,1.12E+05,,
7.594204,25567.09166667,6.86E+02,-2.23E+00,80.913062,1.10E+05,,
7.804348,25567.09236111,6.92E+02,-4.05E+00,83.815219,1.07E+05,,
8.015072,25567.09305556,6.98E+02,-5.85E+00,86.726086,1.04E+05,,
8.22681,25567.09375,7.03E+02,-7.63E+00,89.652152,9.99E+04,,
8.439986,25567.09444444,7.08E+02,-9.39E+00,92.599785,9.51E+04,,
8.655013,25567.09513889,7.13E+02,-1.11E+01,95.575193,9.01E+04,,
8.872293,25567.09583333,7.17E+02,-1.28E+01,98.58439,8.47E+04,,
9.092209,25567.09652778,7.20E+02,-1.44E+01,101.63314,7.98E+04,,
9.315127,25567.09722222,7.23E+02,-1.60E+01,104.726902,7.52E+04,,
9.541383,25567.09791667,7.26E+02,-1.76E+01,107.870752,7.11E+04,,
9.771286,25567.09861111,7.28E+02,-1.91E+01,111.069292,6.73E+04,,
10.005104,25567.09930556,7.30E+02,-2.05E+01,114.326556,6.41E+04,,
10.243059,25567.1,7.31E+02,-2.18E+01,117.645886,6.13E+04,,
10.485321,25567.10069444,7.31E+02,-2.31E+01,121.029814,5.90E+04,,
10.731995,25567.10138889,7.31E+02,-2.43E+01,124.479931,5.71E+04,,
10.983117,25567.10208333,7.30E+02,-2.54E+01,127.996754,5.56E+04,,
11.23864,25567.10277778,7.29E+02,-2.64E+01,131.579604,5.45E+04,,
11.498434,25567.10347222,7.27E+02,-2.72E+01,135.226509,5.38E+04,,
11.762275,25567.10416667,7.25E+02,-2.80E+01,138.934125,5.35E+04,,
12.029847,25567.10486111,7.22E+02,-2.87E+01,142.697706,5.37E+04,,
12.300742,25567.10555556,7.19E+02,-2.92E+01,146.511128,5.42E+04,,
12.574464,25567.10625,7.15E+02,-2.96E+01,150.366967,5.53E+04,,
12.850443,25567.10694444,7.10E+02,-2.99E+01,154.256648,5.68E+04,,
13.128044,25567.10763889,7.06E+02,-3.01E+01,158.170656,5.89E+04,,
13.406587,25567.10833333,7.00E+02,-3.01E+01,162.0988,6.16E+04,,
13.685368,25567.10902778,6.94E+02,-3.00E+01,166.030526,6.50E+04,,
13.963683,25567.10972222,6.88E+02,-2.98E+01,169.955247,6.91E+04,,
14.240845,25567.11041667,6.81E+02,-2.94E+01,173.862681,7.41E+04,,
14.516211,25567.11111111,6.74E+02,-2.89E+01,177.743168,7.99E+04,,
14.789197,25567.11180556,6.67E+02,-2.83E+01,181.58795,8.66E+04,,
15.059293,25567.1125,6.59E+02,-2.76E+01,185.389396,9.43E+04,,
15.326077,25567.11319444,6.51E+02,-2.67E+01,189.141161,1.03E+05,,
15.58922,25567.11388889,6.43E+02,-2.57E+01,192.838294,1.13E+05,,
15.848484,25567.11458333,6.34E+02,-2.46E+01,196.477263,1.24E+05,,
16.10373,25567.11527778,6.26E+02,-2.34E+01,200.055944,1.36E+05,,
16.354904,25567.11597222,6.17E+02,-2.22E+01,203.573555,1.50E+05,,
16.602037,25567.11666667,6.08E+02,-2.08E+01,207.03056,1.66E+05,,
16.845237,25567.11736111,5.99E+02,-1.93E+01,210.428554,1.84E+05,,
17.084675,25567.11805556,5.90E+02,-1.78E+01,213.77013,2.07E+05,,
17.320584,25567.11875,5.81E+02,-1.62E+01,217.058754,2.35E+05,,
17.553242,25567.11944444,5.72E+02,-1.46E+01,220.298633,2.71E+05,,
17.782974,25567.12013889,5.63E+02,-1.28E+01,223.494604,3.17E+05,,
18.010135,25567.12083333,5.54E+02,-1.11E+01,226.652021,3.73E+05,,
18.235111,25567.12152778,5.46E+02,-9.27E+00,229.776668,4.26E+05,,
18.458312,25567.12222222,5.38E+02,-7.43E+00,232.874673,4.63E+05,,
18.680163,25567.12291667,5.30E+02,-5.55E+00,235.952446,4.69E+05,,
18.901108,25567.12361111,5.22E+02,-3.66E+00,239.016617,4.45E+05,,
19.121599,25567.12430556,5.15E+02,-1.75E+00,242.073988,4.00E+05,,
19.342099,25567.125,5.08E+02,1.77E-01,245.131489,3.45E+05,,
19.563076,25567.12569444,5.01E+02,2.10E+00,248.196142,2.90E+05,,
19.785001,25567.12638889,4.95E+02,4.02E+00,251.275016,2.38E+05,,
20.008346,25567.12708333,4.90E+02,5.93E+00,254.375191,1.94E+05,,
20.233581,25567.12777778,4.85E+02,7.83E+00,257.503711,1.61E+05,,
20.461168,25567.12847222,4.80E+02,9.70E+00,260.667527,1.37E+05,,
20.691562,25567.12916667,4.76E+02,1.15E+01,263.87343,1.22E+05,,
20.925198,25567.12986111,4.72E+02,1.33E+01,267.127973,1.14E+05,,
21.162491,25567.13055556,4.69E+02,1.51E+01,270.43737,1.09E+05,,
21.403825,25567.13125,4.67E+02,1.68E+01,273.807376,1.06E+05,,
21.649543,25567.13194444,4.65E+02,1.84E+01,277.243151,1.04E+05,,
21.89994,25567.13263889,4.64E+02,2.00E+01,280.749094,1.01E+05,,
22.155244,25567.13333333,4.63E+02,2.14E+01,284.328667,9.82E+04,,
22.415613,25567.13402778,4.63E+02,2.28E+01,287.984198,9.51E+04,,
22.681112,25567.13472222,4.64E+02,2.41E+01,291.716684,9.24E+04,,
22.951706,25567.13541667,4.65E+02,2.53E+01,295.525593,9.03E+04,,
23.227247,25567.13611111,4.67E+02,2.64E+01,299.408698,8.90E+04,,
23.507462,25567.13680556,4.69E+02,2.73E+01,303.361936,8.86E+04,,
23.791956,25567.1375,4.72E+02,2.81E+01,307.379344,8.87E+04,,
0.080204,25567.13819444,4.75E+02,2.88E+01,311.45306,8.90E+04,,
0.371562,25567.13888889,4.79E+02,2.94E+01,315.573429,8.92E+04,,
0.66528,25567.13958333,4.83E+02,2.98E+01,319.729207,8.89E+04,,
0.960525,25567.14027778,4.88E+02,3.00E+01,323.907868,8.77E+04,,
1.2564,25567.14097222,4.93E+02,3.01E+01,328.095999,8.53E+04,,
1.551984,25567.14166667,4.98E+02,3.01E+01,332.279763,8.17E+04,,
1.846359,25567.14236111,5.04E+02,2.99E+01,336.445387,7.68E+04,,
2.138643,25567.14305556,5.11E+02,2.96E+01,340.579652,7.10E+04,,
2.428022,25567.14375,5.17E+02,2.91E+01,344.670336,6.43E+04,,
2.713772,25567.14444444,5.24E+02,2.85E+01,348.706583,5.74E+04,,
2.995279,25567.14513889,5.32E+02,2.77E+01,352.679183,5.06E+04,,
3.272049,25567.14583333,5.39E+02,2.68E+01,356.58074,4.44E+04,,
3.543717,25567.14652778,5.47E+02,2.58E+01,0.405749,3.91E+04,,
3.810038,25567.14722222,5.55E+02,2.47E+01,4.150576,3.50E+04,,
4.070891,25567.14791667,5.63E+02,2.35E+01,7.813361,3.24E+04,,
4.326259,25567.14861111,5.71E+02,2.22E+01,11.393878,3.16E+04,,
4.576223,25567.14930556,5.80E+02,2.09E+01,14.893347,3.28E+04,,
4.820949,25567.15,5.88E+02,1.94E+01,18.314241,3.61E+04,,
5.060672,25567.15069444,5.96E+02,1.79E+01,21.660087,4.13E+04,,
5.295685,25567.15138889,6.05E+02,1.63E+01,24.935275,4.78E+04,,
5.526326,25567.15208333,6.13E+02,1.46E+01,28.144884,5.49E+04,,
5.752969,25567.15277778,6.21E+02,1.29E+01,31.294529,6.23E+04,,
5.976015,25567.15347222,6.30E+02,1.12E+01,34.39023,7.10E+04,,
6.195887,25567.15416667,6.38E+02,9.45E+00,37.438304,8.14E+04,,
6.413018,25567.15486111,6.46E+02,7.67E+00,40.44527,9.34E+04,,
6.627852,25567.15555556,6.53E+02,5.86E+00,43.417785,1.05E+05,,
6.840839,25567.15625,6.61E+02,4.04E+00,46.362583,1.14E+05,,
7.052429,25567.15694444,6.68E+02,2.20E+00,49.286431,1.20E+05,,
7.263073,25567.15763889,6.75E+02,3.69E-01,52.1961,1.22E+05,,
7.473222,25567.15833333,6.82E+02,-1.46E+00,55.098334,1.21E+05,,
7.683322,25567.15902778,6.88E+02,-3.29E+00,57.999829,1.17E+05,,
7.893814,25567.15972222,6.94E+02,-5.10E+00,60.907213,1.13E+05,,
8.105135,25567.16041667,7.00E+02,-6.89E+00,63.827021,1.08E+05,,
8.317712,25567.16111111,7.05E+02,-8.66E+00,66.765677,1.02E+05,,
8.531964,25567.16180556,7.10E+02,-1.04E+01,69.729461,9.63E+04,,
8.748298,25567.1625,7.14E+02,-1.21E+01,72.724472,9.00E+04,,
8.967106,25567.16319444,7.18E+02,-1.38E+01,75.756584,8.43E+04,,
9.188759,25567.16388889,7.22E+02,-1.54E+01,78.83139,7.90E+04,,
9.413609,25567.16458333,7.25E+02,-1.70E+01,81.954132,7.42E+04,,
9.641975,25567.16527778,7.27E+02,-1.85E+01,85.129619,7.01E+04,,
9.874142,25567.16597222,7.29E+02,-1.99E+01,88.362132,6.65E+04,,
10.110354,25567.16666667,7.30E+02,-2.13E+01,91.655309,6.36E+04,,
10.350802,25567.16736111,7.31E+02,-2.26E+01,95.012035,6.12E+04,,
10.59562,25567.16805556,7.31E+02,-2.38E+01,98.434303,5.93E+04,,
10.844873,25567.16875,7.31E+02,-2.49E+01,101.923088,5.78E+04,,
11.098548,25567.16944444,7.30E+02,-2.60E+01,105.478222,5.67E+04,,
11.356552,25567.17013889,7.29E+02,-2.69E+01,109.09828,5.58E+04,,
11.6187,25567.17083333,7.27E+02,-2.77E+01,112.780496,5.51E+04,,
11.884714,25567.17152778,7.24E+02,-2.84E+01,116.520709,5.46E+04,,
12.154225,25567.17222222,7.21E+02,-2.90E+01,120.313368,5.42E+04,,
12.426772,25567.17291667,7.17E+02,-2.95E+01,124.151581,5.39E+04,,
12.701816,25567.17361111,7.13E+02,-2.98E+01,128.027239,5.38E+04,,
12.978747,25567.17430556,7.09E+02,-3.00E+01,131.931198,5.39E+04,,
13.256902,25567.175,7.04E+02,-3.01E+01,135.853526,5.44E+04,,
13.535586,25567.17569444,6.98E+02,-3.01E+01,139.783795,5.54E+04,,
13.814093,25567.17638889,6.92E+02,-2.99E+01,143.711402,5.70E+04,,
14.091728,25567.17708333,6.85E+02,-2.96E+01,147.625915,5.94E+04,,
14.367826,25567.17777778,6.79E+02,-2.92E+01,151.517391,6.27E+04,,
14.641779,25567.17847222,6.71E+02,-2.86E+01,155.376679,6.72E+04,,
14.913044,25567.17916667,6.64E+02,-2.79E+01,159.195666,7.30E+04,,
15.181164,25567.17986111,6.56E+02,-2.71E+01,162.967464,8.03E+04,,
15.44577,25567.18055556,6.48E+02,-2.61E+01,166.686543,8.94E+04,,
15.706585,25567.18125,6.39E+02,-2.51E+01,170.348782,1.00E+05,,
15.963432,25567.18194444,6.31E+02,-2.40E+01,173.95148,1.13E+05,,
16.21622,25567.18263889,6.22E+02,-2.27E+01,177.493306,1.29E+05,,
16.464948,25567.18333333,6.13E+02,-2.14E+01,180.974219,1.46E+05,,
16.70969,25567.18402778,6.04E+02,-2.00E+01,184.395354,1.65E+05,,
16.950593,25567.18472222,5.95E+02,-1.85E+01,187.7589,1.86E+05,,
17.187865,25567.18541667,5.86E+02,-1.69E+01,191.067971,2.09E+05,,
17.421765,25567.18611111,5.77E+02,-1.53E+01,194.326476,2.35E+05,,
17.6526,25567.18680556,5.68E+02,-1.36E+01,197.538997,2.65E+05,,
17.880712,25567.1875,5.60E+02,-1.18E+01,200.710678,3.03E+05,,
18.106475,25567.18819444,5.51E+02,-1.00E+01,203.847128,3.48E+05,,
18.330289,25567.18888889,5.43E+02,-8.22E+00,206.954337,3.98E+05,,
18.552573,25567.18958333,5.35E+02,-6.36E+00,210.038599,4.41E+05,,
18.773764,25567.19027778,5.27E+02,-4.47E+00,213.106453,4.61E+05,,
18.994309,25567.19097222,5.19E+02,-2.57E+00,216.16463,4.48E+05,,
19.214667,25567.19166667,5.12E+02,-6.50E-01,219.22001,4.07E+05,,
19.435305,25567.19236111,5.05E+02,1.27E+00,222.279576,3.54E+05,,
19.656692,25567.19305556,4.99E+02,3.20E+00,225.350382,2.97E+05,,
19.879301,25567.19375,4.93E+02,5.11E+00,228.439508,2.45E+05,,
20.103601,25567.19444444,4.88E+02,7.02E+00,231.554019,2.02E+05,,
20.330061,25567.19513889,4.83E+02,8.90E+00,234.700914,1.67E+05,,
20.559138,25567.19583333,4.78E+02,1.07E+01,237.887065,1.42E+05,,
20.791276,25567.19652778,4.75E+02,1.26E+01,241.11914,1.25E+05,,
21.026901,25567.19722222,4.71E+02,1.43E+01,244.403517,1.13E+05,,
21.266411,25567.19791667,4.68E+02,1.61E+01,247.74617,1.06E+05,,
21.510169,25567.19861111,4.66E+02,1.77E+01,251.15254,1.01E+05,,
21.758492,25567.19930556,4.65E+02,1.93E+01,254.627381,9.68E+04,,
22.011639,25567.2,4.64E+02,2.08E+01,258.174591,9.22E+04,,
22.269801,25567.20069444,4.63E+02,2.22E+01,261.797019,8.70E+04,,
22.533085,25567.20138889,4.64E+02,2.36E+01,265.496268,8.12E+04,,
22.8015,25567.20208333,4.64E+02,2.48E+01,269.272497,7.56E+04,,
23.074949,25567.20277778,4.66E+02,2.59E+01,273.124235,7.07E+04,,
23.353215,25567.20347222,4.67E+02,2.69E+01,277.04823,6.71E+04,,
23.635956,25567.20416667,4.70E+02,2.78E+01,281.039345,6.49E+04,,
23.922702,25567.20486111,4.73E+02,2.86E+01,285.090531,6.43E+04,,
0.212859,25567.20555556,4.76E+02,2.92E+01,289.192885,6.49E+04,,
0.505721,25567.20625,4.80E+02,2.96E+01,293.335811,6.64E+04,,
0.800485,25567.20694444,4.85E+02,2.99E+01,297.50728,6.84E+04,,
1.09628,25567.20763889,4.90E+02,3.01E+01,301.694195,7.01E+04,,
1.392189,25567.20833333,4.95E+02,3.01E+01,305.882828,7.11E+04,,
1.687286,25567.20902778,5.01E+02,3.00E+01,310.059298,7.10E+04,,
1.980671,25567.20972222,5.07E+02,2.97E+01,314.21007,6.94E+04,,
2.271495,25567.21041667,5.13E+02,2.93E+01,318.322421,6.63E+04,,
2.55899,25567.21111111,5.20E+02,2.87E+01,322.384849,6.17E+04,,
2.842493,25567.21180556,5.27E+02,2.80E+01,326.387388,5.60E+04,,
3.121455,25567.2125,5.35E+02,2.72E+01,330.32183,4.96E+04,,
3.395456,25567.21319444,5.42E+02,2.63E+01,334.181841,4.33E+04,,
3.664199,25567.21388889,5.50E+02,2.52E+01,337.962978,3.76E+04,,
3.927508,25567.21458333,5.58E+02,2.41E+01,341.662626,3.35E+04,,
4.185325,25567.21527778,5.66E+02,2.28E+01,345.279869,3.15E+04,,
4.437688,25567.21597222,5.74E+02,2.14E+01,348.815328,3.22E+04,,
4.684731,25567.21666667,5.83E+02,2.00E+01,352.27096,3.55E+04,,
4.926658,25567.21736111,5.91E+02,1.85E+01,355.649865,4.09E+04,,
5.163739,25567.21805556,6.00E+02,1.70E+01,358.956087,4.74E+04,,
5.396295,25567.21875,6.08E+02,1.53E+01,2.194431,5.40E+04,,
5.624687,25567.21944444,6.16E+02,1.37E+01,5.370305,6.02E+04,,
5.849305,25567.22013889,6.25E+02,1.20E+01,8.489574,6.71E+04,,
6.070563,25567.22083333,6.33E+02,1.02E+01,11.558444,7.57E+04,,
6.288891,25567.22152778,6.41E+02,8.42E+00,14.583362,8.69E+04,,
6.504729,25567.22222222,6.49E+02,6.62E+00,17.570939,9.98E+04,,
6.718526,25567.22291667,6.56E+02,4.81E+00,20.527886,1.13E+05,,
6.930731,25567.22361111,6.64E+02,2.98E+00,23.460965,1.23E+05,,
7.141797,25567.22430556,6.71E+02,1.14E+00,26.376952,1.31E+05,,
7.352174,25567.225,6.78E+02,-6.93E-01,29.28261,1.35E+05,,
7.562311,25567.22569444,6.85E+02,-2.52E+00,32.18466,1.36E+05,,
7.772651,25567.22638889,6.91E+02,-4.34E+00,35.089763,1.34E+05,,
7.983633,25567.22708333,6.97E+02,-6.14E+00,38.004498,1.30E+05,,
8.195689,25567.22777778,7.02E+02,-7.92E+00,40.935341,1.24E+05,,
8.409242,25567.22847222,7.07E+02,-9.67E+00,43.888635,1.17E+05,,
8.624704,25567.22916667,7.12E+02,-1.14E+01,46.87056,1.09E+05,,
8.842473,25567.22986111,7.16E+02,-1.31E+01,49.887089,1.00E+05,,
9.062929,25567.23055556,7.20E+02,-1.47E+01,52.943938,9.25E+04,,
9.286434,25567.23125,7.23E+02,-1.63E+01,56.046503,8.53E+04,,
9.513319,25567.23194444,7.26E+02,-1.78E+01,59.199782,7.88E+04,,
9.743885,25567.23263889,7.28E+02,-1.93E+01,62.408282,7.33E+04,,
9.978395,25567.23333333,7.30E+02,-2.07E+01,65.675923,6.86E+04,,
10.217061,25567.23402778,7.31E+02,-2.20E+01,69.005912,6.47E+04,,
10.460042,25567.23472222,7.31E+02,-2.33E+01,72.400626,6.17E+04,,
10.707432,25567.23541667,7.31E+02,-2.45E+01,75.861476,5.93E+04,,
10.959252,25567.23611111,7.31E+02,-2.55E+01,79.388782,5.75E+04,,
11.215443,25567.23680556,7.30E+02,-2.65E+01,82.981652,5.62E+04,,
11.475859,25567.2375,7.28E+02,-2.74E+01,86.637885,5.53E+04,,
11.74026,25567.23819444,7.26E+02,-2.81E+01,90.353905,5.47E+04,,
12.008316,25567.23888889,7.23E+02,-2.88E+01,94.124739,5.44E+04,,
12.279603,25567.23958333,7.20E+02,-2.93E+01,97.944048,5.42E+04,,
