Local Time,Jdays,Altitude,Latitude,Longitude,Density,,
19.524716,25583.28472219,6.03E+02,2.64E+01,190.370748,4.85E+04,,
19.790031,25583.28541663,5.94E+02,2.54E+01,194.100475,4.86E+04,,
20.051315,25583.28611108,5.85E+02,2.42E+01,197.769736,4.98E+04,,
20.308439,25583.28680552,5.77E+02,2.30E+01,201.376597,5.21E+04,,
20.561367,25583.28749997,5.68E+02,2.17E+01,204.920517,5.56E+04,,
20.810149,25583.28819441,5.60E+02,2.02E+01,208.40224,6.05E+04,,
21.05491,25583.28888886,5.51E+02,1.87E+01,211.823665,6.69E+04,,
21.295846,25583.2895833,5.43E+02,1.72E+01,215.1877,7.51E+04,,
21.533208,25583.29027775,5.35E+02,1.55E+01,218.498124,8.52E+04,,
21.767296,25583.29097219,5.28E+02,1.38E+01,221.759454,9.75E+04,,
21.998454,25583.29166663,5.20E+02,1.20E+01,224.976818,1.12E+05,,
22.227055,25583.29236108,5.13E+02,1.02E+01,228.155844,1.30E+05,,
22.453504,25583.29305552,5.07E+02,8.39E+00,231.302567,1.50E+05,,
22.678222,25583.29374997,5.01E+02,6.52E+00,234.423344,1.73E+05,,
22.901651,25583.29444441,4.95E+02,4.61E+00,237.524781,1.97E+05,,
23.124244,25583.29513886,4.90E+02,2.69E+00,240.613678,2.17E+05,,
23.346464,25583.2958333,4.85E+02,7.59E-01,243.696975,2.29E+05,,
23.56878,25583.29652775,4.81E+02,-1.18E+00,246.781706,2.28E+05,,
23.791663,25583.29722219,4.77E+02,-3.12E+00,249.874955,2.15E+05,,
0.015587,25583.29791663,4.74E+02,-5.05E+00,252.983817,1.98E+05,,
0.241022,25583.29861108,4.71E+02,-6.96E+00,256.115346,1.82E+05,,
0.468433,25583.29930552,4.69E+02,-8.85E+00,259.276508,1.69E+05,,
0.698273,25583.29999997,4.68E+02,-1.07E+01,262.474113,1.61E+05,,
0.930982,25583.30069441,4.67E+02,-1.25E+01,265.714747,1.56E+05,,
1.166978,25583.30138886,4.67E+02,-1.43E+01,269.004676,1.53E+05,,
1.406649,25583.3020833,4.67E+02,-1.60E+01,272.349742,1.52E+05,,
1.650348,25583.30277775,4.68E+02,-1.77E+01,275.755237,1.53E+05,,
1.898383,25583.30347219,4.69E+02,-1.93E+01,279.225754,1.55E+05,,
2.151001,25583.30416663,4.71E+02,-2.08E+01,282.765025,1.57E+05,,
2.408382,25583.30486108,4.74E+02,-2.22E+01,286.375743,1.59E+05,,
2.670624,25583.30555552,4.77E+02,-2.35E+01,290.059377,1.60E+05,,
2.937732,25583.30624997,4.81E+02,-2.48E+01,293.815988,1.59E+05,,
3.209603,25583.30694441,4.85E+02,-2.59E+01,297.644059,1.58E+05,,
3.486024,25583.30763886,4.89E+02,-2.69E+01,301.540364,1.56E+05,,
3.766658,25583.3083333,4.94E+02,-2.78E+01,305.49988,1.52E+05,,
4.05105,25583.30902775,5.00E+02,-2.85E+01,309.515765,1.46E+05,,
4.338628,25583.30972219,5.06E+02,-2.91E+01,313.579431,1.39E+05,,
4.628712,25583.31041663,5.12E+02,-2.96E+01,317.680695,1.32E+05,,
4.920535,25583.31111108,5.19E+02,-2.99E+01,321.808038,1.26E+05,,
5.213262,25583.31180552,5.25E+02,-3.01E+01,325.948947,1.20E+05,,
5.506021,25583.31249997,5.33E+02,-3.01E+01,330.09032,1.16E+05,,
5.797928,25583.31319441,5.40E+02,-3.00E+01,334.218927,1.14E+05,,
6.088124,25583.31388886,5.47E+02,-2.98E+01,338.321865,1.12E+05,,
6.375799,25583.3145833,5.55E+02,-2.94E+01,342.386997,1.12E+05,,
6.660221,25583.31527775,5.63E+02,-2.88E+01,346.403332,1.12E+05,,
6.940754,25583.31597219,5.71E+02,-2.82E+01,350.361326,1.12E+05,,
7.216872,25583.31666663,5.79E+02,-2.74E+01,354.253088,1.13E+05,,
7.488166,25583.31736108,5.87E+02,-2.65E+01,358.072496,1.13E+05,,
7.754347,25583.31805552,5.95E+02,-2.54E+01,1.815218,1.14E+05,,
8.015243,25583.31874997,6.04E+02,-2.43E+01,5.478659,1.15E+05,,
8.270789,25583.31944441,6.12E+02,-2.31E+01,9.061848,1.17E+05,,
8.521018,25583.32013886,6.20E+02,-2.18E+01,12.565283,1.20E+05,,
8.76605,25583.3208333,6.28E+02,-2.04E+01,15.990758,1.23E+05,,
9.006077,25583.32152775,6.35E+02,-1.89E+01,19.341172,1.28E+05,,
9.241356,25583.32222219,6.43E+02,-1.74E+01,22.620352,1.35E+05,,
9.472191,25583.32291663,6.50E+02,-1.58E+01,25.832878,1.43E+05,,
9.698928,25583.32361108,6.57E+02,-1.42E+01,28.98393,1.54E+05,,
9.921943,25583.32430552,6.64E+02,-1.25E+01,32.079152,1.66E+05,,
10.141635,25583.32499997,6.71E+02,-1.08E+01,35.124542,1.79E+05,,
10.358423,25583.32569441,6.77E+02,-9.04E+00,38.126354,1.92E+05,,
10.572734,25583.32638886,6.83E+02,-7.26E+00,41.091022,2.03E+05,,
10.785006,25583.3270833,6.89E+02,-5.47E+00,44.025101,2.10E+05,,
10.995681,25583.32777775,6.95E+02,-3.66E+00,46.93522,2.14E+05,,
11.205202,25583.32847219,7.00E+02,-1.85E+00,49.828045,2.14E+05,,
11.414016,25583.32916663,7.04E+02,-2.68E-02,52.710248,2.14E+05,,
11.622565,25583.32986108,7.08E+02,1.79E+00,55.58849,2.12E+05,,
11.831293,25583.33055552,7.12E+02,3.60E+00,58.4694,2.08E+05,,
12.040636,25583.33124997,7.15E+02,5.40E+00,61.359551,2.01E+05,,
12.251029,25583.33194441,7.18E+02,7.18E+00,64.265447,1.90E+05,,
12.462899,25583.33263886,7.20E+02,8.93E+00,67.193498,1.79E+05,,
12.676665,25583.3333333,7.22E+02,1.07E+01,70.149987,1.73E+05,,
12.892735,25583.33402775,7.24E+02,1.24E+01,73.141034,1.73E+05,,
13.111503,25583.33472219,7.25E+02,1.40E+01,76.172551,1.79E+05,,
13.333344,25583.33541663,7.25E+02,1.56E+01,79.250179,1.84E+05,,
13.558614,25583.33611108,7.25E+02,1.72E+01,82.379217,1.86E+05,,
13.787635,25583.33680552,7.24E+02,1.87E+01,85.564533,1.83E+05,,
14.020697,25583.33749997,7.23E+02,2.01E+01,88.810462,1.76E+05,,
14.258045,25583.33819441,7.21E+02,2.15E+01,92.120688,1.66E+05,,
14.499873,25583.33888886,7.19E+02,2.28E+01,95.498112,1.55E+05,,
14.746314,25583.3395833,7.16E+02,2.40E+01,98.944718,1.43E+05,,
14.997428,25583.34027775,7.13E+02,2.51E+01,102.461428,1.32E+05,,
15.253197,25583.34097219,7.09E+02,2.61E+01,106.047963,1.21E+05,,
15.513514,25583.34166663,7.05E+02,2.70E+01,109.702727,1.12E+05,,
15.77818,25583.34236108,7.01E+02,2.78E+01,113.42271,1.04E+05,,
16.046895,25583.34305552,6.96E+02,2.85E+01,117.203434,9.73E+04,,
16.319263,25583.34374997,6.90E+02,2.91E+01,121.03895,9.17E+04,,
16.594793,25583.34444441,6.84E+02,2.96E+01,124.921904,8.71E+04,,
16.87291,25583.34513886,6.78E+02,2.99E+01,128.843666,8.35E+04,,
17.152968,25583.3458333,6.71E+02,3.01E+01,132.794529,8.09E+04,,
17.434265,25583.34652775,6.64E+02,3.01E+01,136.763981,7.91E+04,,
17.716067,25583.34722219,6.57E+02,3.01E+01,140.741021,7.79E+04,,
17.997633,25583.34791663,6.49E+02,2.98E+01,144.714511,7.72E+04,,
18.278235,25583.34861108,6.41E+02,2.95E+01,148.673535,7.70E+04,,
18.557183,25583.34930552,6.33E+02,2.90E+01,152.607751,7.71E+04,,
18.833846,25583.34999997,6.25E+02,2.84E+01,156.507699,7.74E+04,,
19.10767,25583.35069441,6.16E+02,2.77E+01,160.365061,7.81E+04,,
19.378189,25583.35138886,6.08E+02,2.68E+01,164.172847,7.90E+04,,
19.645034,25583.3520833,5.99E+02,2.58E+01,167.925519,8.01E+04,,
19.907935,25583.35277775,5.91E+02,2.47E+01,171.619042,8.15E+04,,
20.166724,25583.35347219,5.82E+02,2.35E+01,175.250871,8.32E+04,,
20.421325,25583.35416663,5.73E+02,2.22E+01,178.819893,8.56E+04,,
20.671754,25583.35486108,5.65E+02,2.09E+01,182.326326,8.88E+04,,
20.918106,25583.35555552,5.56E+02,1.94E+01,185.771597,9.31E+04,,
21.160546,25583.35624997,5.48E+02,1.78E+01,189.158201,9.89E+04,,
21.399303,25583.35694441,5.40E+02,1.62E+01,192.489564,1.07E+05,,
21.634659,25583.35763886,5.32E+02,1.45E+01,195.769901,1.16E+05,,
21.866939,25583.3583333,5.25E+02,1.28E+01,199.004092,1.29E+05,,
22.096503,25583.35902775,5.18E+02,1.10E+01,202.197561,1.43E+05,,
22.323744,25583.35972219,5.11E+02,9.19E+00,205.356178,1.61E+05,,
22.549077,25583.36041663,5.04E+02,7.33E+00,208.486166,1.79E+05,,
22.772935,25583.36111108,4.98E+02,5.44E+00,211.594031,1.95E+05,,
22.995765,25583.36180552,4.93E+02,3.52E+00,214.686494,2.08E+05,,
23.218028,25583.36249997,4.88E+02,1.59E+00,217.770437,2.15E+05,,
23.44019,25583.36319441,4.83E+02,-3.44E-01,220.852859,2.14E+05,,
23.662721,25583.36388886,4.79E+02,-2.28E+00,223.940825,2.06E+05,,
23.886095,25583.3645833,4.76E+02,-4.21E+00,227.041432,1.95E+05,,
0.110783,25583.36527775,4.73E+02,-6.13E+00,230.161758,1.82E+05,,
0.337254,25583.36597219,4.70E+02,-8.03E+00,233.308815,1.74E+05,,
0.565965,25583.36666663,4.68E+02,-9.91E+00,236.489492,1.70E+05,,
0.797365,25583.36736108,4.67E+02,-1.17E+01,239.710485,1.73E+05,,
1.03188,25583.36805552,4.67E+02,-1.35E+01,242.978215,1.78E+05,,
1.269914,25583.36874997,4.67E+02,-1.53E+01,246.298725,1.84E+05,,
1.511837,25583.36944441,4.67E+02,-1.70E+01,249.677569,1.88E+05,,
1.757977,25583.37013886,4.68E+02,-1.86E+01,253.119664,1.88E+05,,
2.008609,25583.3708333,4.70E+02,-2.01E+01,256.629144,1.86E+05,,
2.263944,25583.37152775,4.72E+02,-2.16E+01,260.209178,1.81E+05,,
2.524119,25583.37222219,4.75E+02,-2.30E+01,263.861793,1.75E+05,,
2.789178,25583.37291663,4.78E+02,-2.43E+01,267.587681,1.68E+05,,
3.059068,25583.37361108,4.82E+02,-2.54E+01,271.38603,1.61E+05,,
3.333624,25583.37430552,4.87E+02,-2.65E+01,275.254366,1.54E+05,,
3.612562,25583.37499997,4.91E+02,-2.74E+01,279.188443,1.47E+05,,
3.895479,25583.37569441,4.97E+02,-2.82E+01,283.182198,1.42E+05,,
4.181851,25583.37638886,5.02E+02,-2.89E+01,287.22777,1.38E+05,,
4.471041,25583.3770833,5.08E+02,-2.94E+01,291.315627,1.35E+05,,
4.762317,25583.37777775,5.14E+02,-2.98E+01,295.434773,1.32E+05,,
5.05487,25583.37847219,5.21E+02,-3.00E+01,299.573055,1.30E+05,,
5.347836,25583.37916663,5.28E+02,-3.01E+01,303.71755,1.28E+05,,
5.640333,25583.37986108,5.35E+02,-3.01E+01,307.855002,1.26E+05,,
5.931485,25583.38055552,5.43E+02,-2.99E+01,311.97229,1.25E+05,,
6.220457,25583.38124997,5.50E+02,-2.96E+01,316.056871,1.25E+05,,
6.506479,25583.38194441,5.58E+02,-2.91E+01,320.0972,1.25E+05,,
6.78887,25583.38263886,5.66E+02,-2.85E+01,324.083059,1.25E+05,,
7.067053,25583.3833333,5.74E+02,-2.77E+01,328.005812,1.26E+05,,
7.34057,25583.38402775,5.82E+02,-2.69E+01,331.858555,1.27E+05,,
7.609078,25583.38472219,5.90E+02,-2.59E+01,335.636183,1.27E+05,,
7.872356,25583.38541663,5.99E+02,-2.48E+01,339.335357,1.28E+05,,
8.130294,25583.38611108,6.07E+02,-2.36E+01,342.954423,1.30E+05,,
8.382884,25583.38680552,6.15E+02,-2.24E+01,346.49327,1.32E+05,,
8.63021,25583.38749997,6.23E+02,-2.10E+01,349.953161,1.35E+05,,
8.872436,25583.38819441,6.30E+02,-1.96E+01,353.336546,1.40E+05,,
9.109791,25583.38888886,6.38E+02,-1.81E+01,356.646883,1.47E+05,,
9.342563,25583.3895833,6.46E+02,-1.65E+01,359.888452,1.56E+05,,
9.571079,25583.39027775,6.53E+02,-1.49E+01,3.066201,1.68E+05,,
9.795706,25583.39097219,6.60E+02,-1.32E+01,6.185598,1.82E+05,,
10.016833,25583.39166663,6.67E+02,-1.15E+01,9.252507,2.00E+05,,
10.234872,25583.39236108,6.73E+02,-9.78E+00,12.27309,2.18E+05,,
10.450247,25583.39305552,6.80E+02,-8.01E+00,15.253717,2.36E+05,,
10.663393,25583.39374997,6.86E+02,-6.23E+00,18.200904,2.51E+05,,
10.87475,25583.39444441,6.91E+02,-4.42E+00,21.121258,2.60E+05,,
11.084762,25583.39513886,6.96E+02,-2.61E+00,24.021436,2.61E+05,,
11.293874,25583.3958333,7.01E+02,-7.89E-01,26.908115,2.55E+05,,
11.50253,25583.39652775,7.06E+02,1.03E+00,29.787966,2.44E+05,,
11.711175,25583.39722219,7.10E+02,2.84E+00,32.667635,2.32E+05,,
11.920247,25583.39791663,7.13E+02,4.65E+00,35.553721,2.19E+05,,
12.130183,25583.39861108,7.16E+02,6.44E+00,38.452763,2.03E+05,,
12.341413,25583.39930552,7.19E+02,8.20E+00,41.371211,1.88E+05,,
12.554359,25583.39999997,7.21E+02,9.94E+00,44.315404,1.77E+05,,
12.769435,25583.40069441,7.23E+02,1.17E+01,47.291534,1.75E+05,,
12.98704,25583.40138886,7.24E+02,1.33E+01,50.305605,1.79E+05,,
13.207557,25583.4020833,7.25E+02,1.50E+01,53.363374,1.84E+05,,
13.431352,25583.40277775,7.25E+02,1.65E+01,56.47029,1.84E+05,,
13.65876,25583.40347219,7.25E+02,1.81E+01,59.631408,1.79E+05,,
13.890085,25583.40416663,7.24E+02,1.95E+01,62.851294,1.70E+05,,
14.125593,25583.40486108,7.22E+02,2.09E+01,66.133914,1.59E+05,,
14.3655,25583.40555552,7.21E+02,2.22E+01,69.482508,1.47E+05,,
14.609963,25583.40624997,7.18E+02,2.35E+01,72.899456,1.36E+05,,
14.859075,25583.40694441,7.15E+02,2.46E+01,76.386137,1.26E+05,,
15.112852,25583.40763886,7.12E+02,2.57E+01,79.942788,1.17E+05,,
15.371224,25583.4083333,7.08E+02,2.67E+01,83.568376,1.10E+05,,
15.634032,25583.40902775,7.04E+02,2.75E+01,87.260492,1.03E+05,,
15.901018,25583.40972219,6.99E+02,2.83E+01,91.01528,9.71E+04,,
16.171826,25583.41041663,6.94E+02,2.89E+01,94.827409,9.23E+04,,
16.446007,25583.41111108,6.88E+02,2.94E+01,98.690109,8.83E+04,,
16.723018,25583.41180552,6.82E+02,2.98E+01,102.595277,8.52E+04,,
17.002242,25583.41249997,6.75E+02,3.00E+01,106.533643,8.31E+04,,
17.283,25583.41319441,6.68E+02,3.01E+01,110.495013,8.18E+04,,
17.56457,25583.41388886,6.61E+02,3.01E+01,114.468568,8.13E+04,,
17.846213,25583.4145833,6.54E+02,2.99E+01,118.443202,8.17E+04,,
18.127191,25583.41527775,6.46E+02,2.97E+01,122.407884,8.28E+04,,
18.4068,25583.41597219,6.38E+02,2.92E+01,126.352009,8.49E+04,,
18.684381,25583.41666663,6.30E+02,2.87E+01,130.265731,8.78E+04,,
18.959349,25583.41736108,6.22E+02,2.80E+01,134.14024,9.19E+04,,
19.231198,25583.41805552,6.13E+02,2.72E+01,137.967984,9.70E+04,,
19.49952,25583.41874997,6.05E+02,2.62E+01,141.742815,1.03E+05,,
19.764004,25583.41944441,5.96E+02,2.52E+01,145.460073,1.10E+05,,
20.024439,25583.42013886,5.87E+02,2.40E+01,149.116596,1.18E+05,,
20.280711,25583.4208333,5.79E+02,2.28E+01,152.710681,1.27E+05,,
20.532799,25583.42152775,5.70E+02,2.15E+01,156.242001,1.35E+05,,
20.780765,25583.42222219,5.61E+02,2.00E+01,159.711488,1.43E+05,,
21.024746,25583.42291663,5.53E+02,1.85E+01,163.121201,1.51E+05,,
21.264945,25583.42361108,5.45E+02,1.69E+01,166.474188,1.59E+05,,
21.501622,25583.42430552,5.37E+02,1.53E+01,169.774342,1.66E+05,,
21.735084,25583.42499997,5.29E+02,1.36E+01,173.026272,1.74E+05,,
21.965678,25583.42569441,5.22E+02,1.18E+01,176.235181,1.81E+05,,
22.193783,25583.42638886,5.15E+02,9.98E+00,179.406756,1.89E+05,,
22.419804,25583.4270833,5.08E+02,8.13E+00,182.547075,1.96E+05,,
22.644168,25583.42777775,5.02E+02,6.25E+00,185.662529,2.02E+05,,
22.867316,25583.42847219,4.96E+02,4.35E+00,188.75975,2.07E+05,,
23.089703,25583.42916663,4.91E+02,2.43E+00,191.845554,2.08E+05,,
23.311792,25583.42986108,4.86E+02,4.91E-01,194.926895,2.06E+05,,
23.534053,25583.43055552,4.82E+02,-1.45E+00,198.010811,2.03E+05,,
23.756959,25583.43124997,4.78E+02,-3.38E+00,201.104392,1.99E+05,,
23.980981,25583.43194441,4.74E+02,-5.31E+00,204.214729,1.96E+05,,
0.206591,25583.43263886,4.72E+02,-7.22E+00,207.348871,1.94E+05,,
0.43425,25583.4333333,4.70E+02,-9.10E+00,210.513768,1.94E+05,,
0.664413,25583.43402775,4.68E+02,-1.10E+01,213.716213,1.94E+05,,
0.897517,25583.43472219,4.67E+02,-1.28E+01,216.96276,1.94E+05,,
1.133975,25583.43541663,4.67E+02,-1.45E+01,220.259634,1.94E+05,,
1.374174,25583.43611108,4.67E+02,-1.63E+01,223.612621,1.93E+05,,
1.618462,25583.43680552,4.68E+02,-1.79E+01,227.026938,1.92E+05,,
1.867138,25583.43749997,4.69E+02,-1.95E+01,230.507083,1.91E+05,,
2.120444,25583.43819441,4.71E+02,-2.10E+01,234.056671,1.90E+05,,
2.378549,25583.43888886,4.73E+02,-2.24E+01,237.678251,1.89E+05,,
2.64154,25583.4395833,4.76E+02,-2.37E+01,241.373119,1.86E+05,,
2.909408,25583.44027775,4.80E+02,-2.49E+01,245.141137,1.83E+05,,
3.182037,25583.44097219,4.84E+02,-2.60E+01,248.980567,1.79E+05,,
3.459195,25583.44166663,4.88E+02,-2.70E+01,252.887936,1.73E+05,,
3.74053,25583.44236108,4.93E+02,-2.79E+01,256.857964,1.67E+05,,
4.025569,25583.44305552,4.99E+02,-2.86E+01,260.883549,1.60E+05,,
4.313722,25583.44374997,5.04E+02,-2.92E+01,264.955848,1.53E+05,,
4.604296,25583.44444441,5.11E+02,-2.97E+01,269.064448,1.46E+05,,
4.896508,25583.44513886,5.17E+02,-3.00E+01,273.197635,1.41E+05,,
5.189516,25583.4458333,5.24E+02,-3.01E+01,277.342744,1.36E+05,,
5.482438,25583.44652775,5.31E+02,-3.01E+01,281.486586,1.33E+05,,
5.774392,25583.44722219,5.38E+02,-3.00E+01,285.615898,1.32E+05,,
6.06452,25583.44791663,5.46E+02,-2.97E+01,289.717812,1.34E+05,,
6.352018,25583.44861108,5.53E+02,-2.93E+01,293.780284,1.36E+05,,
6.636164,25583.44930552,5.61E+02,-2.87E+01,297.792469,1.40E+05,,
6.916333,25583.44999997,5.69E+02,-2.81E+01,301.745007,1.44E+05,,
7.192014,25583.45069441,5.77E+02,-2.72E+01,305.630224,1.48E+05,,
7.462814,25583.45138886,5.85E+02,-2.63E+01,309.442228,1.51E+05,,
7.728461,25583.4520833,5.93E+02,-2.53E+01,313.176921,1.53E+05,,
7.988795,25583.45277775,6.02E+02,-2.41E+01,316.831935,1.55E+05,,
8.243767,25583.45347219,6.10E+02,-2.29E+01,320.406515,1.56E+05,,
8.493423,25583.45416663,6.18E+02,-2.16E+01,323.901358,1.58E+05,,
8.737894,25583.45486108,6.26E+02,-2.02E+01,327.318429,1.61E+05,,
8.977385,25583.45555552,6.33E+02,-1.87E+01,330.660781,1.64E+05,,
9.212157,25583.45624997,6.41E+02,-1.72E+01,333.932369,1.68E+05,,
9.442524,25583.45694441,6.48E+02,-1.56E+01,337.137879,1.74E+05,,
9.668838,25583.45763886,6.56E+02,-1.39E+01,340.282578,1.81E+05,,
9.891478,25583.4583333,6.63E+02,-1.22E+01,343.372182,1.89E+05,,
10.110849,25583.45902775,6.69E+02,-1.05E+01,346.412743,1.99E+05,,
10.32737,25583.45972219,6.76E+02,-8.76E+00,349.410558,2.09E+05,,
10.541472,25583.46041663,6.82E+02,-6.98E+00,352.372093,2.20E+05,,
10.753594,25583.46111108,6.88E+02,-5.18E+00,355.303927,2.31E+05,,
10.96418,25583.46180552,6.93E+02,-3.37E+00,358.212704,2.40E+05,,
11.173673,25583.46249997,6.98E+02,-1.55E+00,1.105101,2.46E+05,,
11.382519,25583.46319441,7.03E+02,2.69E-01,3.987797,2.47E+05,,
11.591163,25583.46388886,7.07E+02,2.09E+00,6.867453,2.44E+05,,
11.800045,25583.4645833,7.11E+02,3.90E+00,9.750693,2.35E+05,,
12.009605,25583.46527775,7.15E+02,5.69E+00,12.644083,2.22E+05,,
12.220274,25583.46597219,7.18E+02,7.47E+00,15.554115,2.04E+05,,
12.432478,25583.46666663,7.20E+02,9.22E+00,18.487177,1.86E+05,,
12.646634,25583.46736108,7.22E+02,1.09E+01,21.449525,1.74E+05,,
12.863149,25583.46805552,7.23E+02,1.26E+01,24.447247,1.69E+05,,
13.082413,25583.46874997,7.24E+02,1.43E+01,27.486206,1.69E+05,,
13.304798,25583.46944441,7.25E+02,1.59E+01,30.571986,1.68E+05,,
13.530653,25583.47013886,7.25E+02,1.74E+01,33.709813,1.64E+05,,
13.760297,25583.4708333,7.24E+02,1.89E+01,36.904465,1.56E+05,,
13.99401,25583.47152775,7.23E+02,2.03E+01,40.160168,1.45E+05,,
14.232031,25583.47222219,7.22E+02,2.17E+01,43.480476,1.34E+05,,
14.474542,25583.47291663,7.20E+02,2.30E+01,46.86814,1.23E+05,,
14.721664,25583.47361108,7.17E+02,2.42E+01,50.324971,1.13E+05,,
14.973446,25583.47430552,7.14E+02,2.53E+01,53.851695,1.05E+05,,
15.229854,25583.47499997,7.10E+02,2.63E+01,57.447823,9.78E+04,,
15.490768,25583.47569441,7.06E+02,2.72E+01,61.111532,9.21E+04,,
15.755971,25583.47638886,7.02E+02,2.80E+01,64.839578,8.76E+04,,
16.025149,25583.4770833,6.97E+02,2.86E+01,68.627251,8.43E+04,,
16.297892,25583.47777775,6.91E+02,2.92E+01,72.468384,8.18E+04,,
16.573694,25583.47847219,6.86E+02,2.96E+01,76.355424,8.02E+04,,
16.851971,25583.47916663,6.79E+02,2.99E+01,80.279576,7.95E+04,,
17.132067,25583.47986108,6.73E+02,3.01E+01,84.231016,7.95E+04,,
17.413277,25583.48055552,6.66E+02,3.01E+01,88.199166,8.01E+04,,
17.694867,25583.48124997,6.58E+02,3.00E+01,92.173017,8.14E+04,,
17.976098,25583.48194441,6.51E+02,2.98E+01,96.141481,8.33E+04,,
18.256249,25583.48263886,6.43E+02,2.94E+01,100.093752,8.59E+04,,
18.534643,25583.4833333,6.35E+02,2.89E+01,104.01965,8.96E+04,,
18.81066,25583.48402775,6.27E+02,2.83E+01,107.909915,9.43E+04,,
19.083763,25583.48472219,6.18E+02,2.75E+01,111.75646,1.00E+05,,
19.353502,25583.48541663,6.10E+02,2.67E+01,115.552547,1.08E+05,,
19.619526,25583.48611108,6.01E+02,2.57E+01,119.292895,1.17E+05,,
19.881581,25583.48680552,5.92E+02,2.46E+01,122.973722,1.28E+05,,
20.139514,25583.48749997,5.84E+02,2.33E+01,126.592723,1.40E+05,,
20.393266,25583.48819441,5.75E+02,2.20E+01,130.149006,1.52E+05,,
20.642865,25583.48888886,5.67E+02,2.06E+01,133.64299,1.65E+05,,
20.888417,25583.4895833,5.58E+02,1.92E+01,137.076274,1.78E+05,,
21.130099,25583.49027775,5.50E+02,1.76E+01,140.451503,1.89E+05,,
21.368148,25583.49097219,5.42E+02,1.60E+01,143.772226,1.98E+05,,
21.60285,25583.49166663,5.34E+02,1.43E+01,147.042761,2.06E+05,,
21.834537,25583.49236108,5.26E+02,1.26E+01,150.268069,2.12E+05,,
22.063575,25583.49305552,5.19E+02,1.08E+01,153.453638,2.18E+05,,
22.290358,25583.49374997,5.12E+02,8.93E+00,156.605387,2.23E+05,,
22.515304,25583.49444441,5.06E+02,7.06E+00,159.729579,2.27E+05,,
22.738849,25583.49513886,5.00E+02,5.17E+00,162.832745,2.31E+05,,
22.961441,25583.4958333,4.94E+02,3.25E+00,165.921628,2.33E+05,,
23.183541,25583.49652775,4.89E+02,1.33E+00,169.003124,2.33E+05,,
23.405615,25583.49722219,4.84E+02,-6.11E-01,172.084238,2.32E+05,,
23.628135,25583.49791663,4.80E+02,-2.55E+00,175.172043,2.31E+05,,
23.851575,25583.49861108,4.76E+02,-4.48E+00,178.273632,2.31E+05,,
0.076404,25583.49930552,4.73E+02,-6.40E+00,181.396079,2.31E+05,,
0.303092,25583.49999997,4.71E+02,-8.29E+00,184.546386,2.34E+05,,
0.532094,25583.50069441,4.69E+02,-1.02E+01,187.731424,2.38E+05,,
0.763857,25583.50138886,4.68E+02,-1.20E+01,190.957862,2.44E+05,,
0.998805,25583.5020833,4.67E+02,-1.38E+01,194.232085,2.49E+05,,
1.237338,25583.50277775,4.67E+02,-1.55E+01,197.560087,2.53E+05,,
1.479823,25583.50347219,4.67E+02,-1.72E+01,200.947353,2.54E+05,,
1.72658,25583.50416663,4.68E+02,-1.88E+01,204.398719,2.51E+05,,
1.97788,25583.50486108,4.70E+02,-2.03E+01,207.918206,2.45E+05,,
2.233923,25583.50555552,4.72E+02,-2.18E+01,211.508854,2.37E+05,,
2.494834,25583.50624997,4.74E+02,-2.32E+01,215.172528,2.26E+05,,
2.760648,25583.50694441,4.78E+02,-2.44E+01,218.909736,2.16E+05,,
3.031296,25583.50763886,4.81E+02,-2.56E+01,222.719451,2.05E+05,,
3.306597,25583.5083333,4.86E+02,-2.66E+01,226.598963,1.96E+05,,
3.586251,25583.50902775,4.90E+02,-2.75E+01,230.543777,1.89E+05,,
3.869837,25583.50972219,4.95E+02,-2.83E+01,234.547566,1.84E+05,,
4.156814,25583.51041663,5.01E+02,-2.90E+01,238.602215,1.80E+05,,
4.446529,25583.51111108,5.07E+02,-2.95E+01,242.697948,1.75E+05,,
4.738236,25583.51180552,5.13E+02,-2.98E+01,246.823559,1.71E+05,,
5.031114,25583.51249997,5.20E+02,-3.01E+01,250.966725,1.66E+05,,
5.324293,25583.51319441,5.26E+02,-3.01E+01,255.114407,1.60E+05,,
5.616885,25583.51388886,5.34E+02,-3.01E+01,259.253294,1.55E+05,,
5.908017,25583.5145833,5.41E+02,-2.99E+01,263.370269,1.51E+05,,
6.196857,25583.51527775,5.49E+02,-2.95E+01,267.452861,1.48E+05,,
6.482642,25583.51597219,5.56E+02,-2.90E+01,271.489647,1.47E+05,,
6.764705,25583.51666663,5.64E+02,-2.84E+01,275.47058,1.49E+05,,
7.042481,25583.51736108,5.72E+02,-2.76E+01,279.387227,1.53E+05,,
7.315527,25583.51805552,5.80E+02,-2.67E+01,283.232911,1.59E+05,,
7.583516,25583.51874997,5.88E+02,-2.57E+01,287.002756,1.68E+05,,
7.846243,25583.51944441,5.97E+02,-2.46E+01,290.693658,1.78E+05,,
8.103611,25583.52013886,6.05E+02,-2.34E+01,294.304184,1.87E+05,,
8.355628,25583.5208333,6.13E+02,-2.22E+01,297.834426,1.97E+05,,
8.602388,25583.52152775,6.21E+02,-2.08E+01,301.285831,2.05E+05,,
8.844067,25583.52222219,6.29E+02,-1.93E+01,304.661011,2.13E+05,,
9.080903,25583.52291663,6.36E+02,-1.78E+01,307.963561,2.19E+05,,
